,step,date,balance,shares_held,total_shares_sold,cost_basis,total_sales_value,net_worth,max_net_worth,cur_reward,cur_action,profit
155,156,1998-08-17,322.99556942631256,42,420,18.23216554645204,5629.816081593476,1025.7130107851904,1163.9622389495826,26.13290502544457,[1.364 0.291],25.713010785190363
156,157,1998-08-18,814.7756738768313,13,449,18.23216554645204,6121.596186043995,1035.2288241477536,1163.9622389495826,36.29482232107577,[1.046 0.699],35.228824147753585
157,158,1998-08-19,814.7756738768313,13,449,18.23216554645204,6121.596186043995,1040.969609038242,1163.9622389495826,42.042397008846464,[2.768  0.1361],40.96960903824197
158,159,1998-08-20,814.7756738768313,13,449,18.23216554645204,6121.596186043995,1047.010875079664,1163.9622389495826,48.09045284755074,"[0, 0]",47.01087507966395
159,160,1998-08-21,814.7756738768313,13,449,18.23216554645204,6121.596186043995,1047.8988886335471,1163.9622389495826,48.98525619871624,"[0, 0]",47.89888863354713
160,161,1998-08-24,814.7756738768313,13,449,18.23216554645204,6121.596186043995,1046.1402855909323,1163.9622389495826,47.23344295338372,"[0, 0]",46.14028559093231
161,162,1998-08-25,814.7756738768313,13,449,18.23216554645204,6121.596186043995,1044.9019567313965,1163.9622389495826,46.00190389113019,"[0, 0]",44.90195673139647
162,163,1998-08-26,814.7756738768313,13,449,18.23216554645204,6121.596186043995,1047.9283986518176,1163.9622389495826,49.03513560883361,"[0, 0]",47.92839865181759
163,164,1998-08-27,814.7756738768313,13,449,18.23216554645204,6121.596186043995,1048.974214897884,1163.9622389495826,50.08774165218228,"[0, 0]",48.97421489788394
164,165,1998-08-28,17.74352867422533,58,449,17.828453401835905,6121.596186043995,1045.0294047131397,1163.9622389495826,45.05380206506675,[0.1486 0.989 ],45.029404713139684
165,166,1998-08-31,17.74352867422533,58,449,17.828453401835905,6121.596186043995,1012.825678681676,1163.9622389495826,12.850223896341992,"[0, 0]",12.825678681675981
166,167,1998-09-01,693.4982158625407,15,492,17.828453401835905,6797.35087323231,929.2265951142787,1163.9622389495826,-69.80828653531263,[1.986  0.7495],-70.77340488572133
